gene_id	GO_ids
ostta01g03840	GO:0005739; GO:0016891
ostta02g01430	GO:0005634; GO:0071164
ostta01g03960	GO:0003677
ostta01g04050	GO:0005509; GO:0009654; GO:0015979; GO:0019898
ostta02g02020	
ostta02g02070	GO:0016740
ostta02g02200	GO:0000340; GO:0003743; GO:0006417; GO:0016281
ostta01g04290	GO:0005634; GO:0045893
ostta02g02420	GO:0000139; GO:0005198; GO:0005783; GO:0005793; GO:0006886; GO:0006888; GO:0006891; GO:0009306; GO:0030126
ostta01g04420	
ostta02g02550	GO:0006357; GO:0016538
ostta01g04560	GO:0006631; GO:0016020; GO:0031956
ostta02g03160	GO:0005737; GO:0006457; GO:0019901; GO:0031072; GO:0050821; GO:0051082; GO:0051087
ostta02g03260	GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta02g03360	GO:0004134; GO:0005975; GO:0016787
ostta01g04810	GO:0016020
ostta02g03420	GO:0004674; GO:0005524; GO:0005737
ostta02g03490	GO:0000055; GO:0000056; GO:0005049; GO:0005737; GO:0006611; GO:0031267; GO:0031965
ostta02g03540	GO:0003677; GO:0005634; GO:0005829
ostta01g05130	
ostta01g05220	
ostta02g04020	GO:0000502; GO:0030163
ostta01g05350	GO:0016020
ostta02g04180	GO:0004190; GO:0006508; GO:0031593
ostta08g00050	GO:0005737; GO:0006099; GO:0016787; GO:0030060
ostta08g00480	GO:0005730; GO:0030515; GO:0031428; GO:0032040; GO:0042254
ostta08g00620	GO:0005743; GO:0006122
ostta01g05720	GO:0016020
ostta08g00755	
ostta08g00920	GO:0000973; GO:0003690; GO:0003723; GO:0006368; GO:0016973; GO:0070390
ostta08g01070	GO:0005635; GO:0005829; GO:0006606; GO:0031267
ostta08g01270	GO:0003743; GO:0005085; GO:0005829; GO:0005851; GO:0016740; GO:0031369
ostta08g01340	GO:0003723; GO:0003724; GO:0005524; GO:0016887
ostta01g06130	
ostta08g01440	GO:0005254; GO:0005886
ostta08g01680	GO:0005634; GO:0005737; GO:0006886; GO:0012506
ostta01g06600	
ostta01g06670	GO:0005789
ostta08g01920	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
ostta03g02030	GO:0003729; GO:0005783; GO:0008298; GO:0042175; GO:1990904
ostta03g02110	
ostta12g00990	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
ostta03g02260	GO:0016020
ostta08g02260	GO:0005634; GO:0016279
ostta08g02410	GO:0043130
ostta08g02510	GO:0004088; GO:0005524; GO:0005737; GO:0006526; GO:0006541; GO:0044205; GO:0046872
ostta03g02580	
ostta03g02640	
ostta03g02730	GO:0008324; GO:0012505; GO:0016020
ostta03g02780	
ostta03g02825	GO:0005829; GO:0006979; GO:0008379; GO:0033554; GO:0042744; GO:0045454
ostta03g02890	
ostta08g02630	GO:0005829; GO:0006545; GO:0006567; GO:0008732
ostta07g01800	GO:0004722
ostta08g02690	GO:0004042; GO:0004358; GO:0006526; GO:0006592; GO:0009507
ostta03g03190	GO:0016020
ostta09g00940	GO:0005886
ostta08g02820	GO:0005783; GO:0005975; GO:0006491; GO:0030246; GO:0090599
ostta03g03370	GO:0016020
ostta08g02890	GO:0005739; GO:0016226; GO:0051537
ostta03g03470	GO:0016020
ostta03g03540	
ostta08g03250	GO:0016117; GO:0046905
ostta03g03690	
ostta03g03760	GO:0005096; GO:0008270
ostta03g03810	
ostta08g03480	GO:0004458; GO:0005739; GO:0008720; GO:0071949; GO:1903457
ostta03g03920	
ostta03g04025	GO:0016020; GO:0016787
ostta03g04090	
ostta03g04270	
ostta08g03550	GO:0005743; GO:0015031
ostta03g04350	GO:0008113
ostta08g04080	GO:0003723; GO:0045292; GO:0071013
ostta01g00090	GO:0004748; GO:0005524; GO:0005971; GO:0009263
ostta03g04720	GO:0016491
ostta01g00400	GO:0006511; GO:0008541; GO:0030234; GO:0042176
ostta03g04830	GO:0008017
ostta01g00610	
ostta03g04950	GO:0002098; GO:0043828
ostta01g00910	GO:0005634; GO:0019843; GO:0032040; GO:0070037; GO:0070475
ostta01g00990	GO:0000445; GO:0006397
ostta01g01450	GO:0004072; GO:0005524; GO:0005829; GO:0009088; GO:0009089; GO:0009090; GO:0009570
ostta03g05170	GO:0004222; GO:0006508; GO:0046872
ostta03g05210	GO:0005737
ostta03g05260	
ostta03g05350	
ostta03g05435	
ostta03g05510	GO:0016020
ostta03g05580	GO:0006396; GO:0008173; GO:0032259
ostta03g05630	GO:0010436; GO:0016121; GO:0046872
ostta03g05680	GO:0005737; GO:0030276; GO:0031982; GO:0072318; GO:0072583
ostta01g01500	GO:0000015; GO:0000287; GO:0004634; GO:0006096
ostta01g01570	GO:0008526
ostta03g05930	GO:0005739; GO:0044877
ostta03g06010	GO:0003677; GO:0004252; GO:0005524; GO:0006281
ostta04g00030	GO:0000398; GO:0003723; GO:0005634
ostta01g01680	GO:0005096; GO:0006886
ostta04g00170	
ostta04g00240	GO:0006598; GO:0046592
ostta04g00330	GO:0003723
ostta01g01790	GO:0003723; GO:0005730
ostta01g01855	GO:0009976
ostta04g00590	GO:0016020
ostta01g01980	GO:0000105; GO:0000287; GO:0003879; GO:0005737
ostta01g02170	GO:0004176; GO:0004252; GO:0006515; GO:0009534; GO:0009840; GO:0051117
ostta01g02250	GO:0005666; GO:0042797
ostta04g00880	GO:0003676; GO:0005524; GO:0016887
ostta04g00930	GO:0016020
ostta01g02380	GO:0000993; GO:0003746; GO:0006368; GO:0008023; GO:0008270
ostta04g01060	
ostta01g02450	GO:0005525; GO:0016787
ostta01g02520	GO:0003723; GO:0005847; GO:0006398
ostta01g02690	GO:0000209; GO:0005737; GO:0006515; GO:0043161; GO:0045862; GO:0051087; GO:0061630; GO:0071218
ostta04g01300	GO:0016020
ostta04g01350	GO:0005929
ostta01g02750	GO:0005886; GO:0016042; GO:0016298
ostta04g01470	
ostta04g01540	
ostta01g02850	GO:0004674; GO:0005524; GO:0005737; GO:0035556
ostta01g02930	GO:0003723; GO:0003724; GO:0005524; GO:0016787; GO:0055087; GO:0070478
ostta01g03070	GO:0001671; GO:0005829; GO:0006457; GO:0051087
ostta01g03140	GO:0005740; GO:0006123; GO:0045277; GO:0046872
ostta04g01890	GO:0016020
ostta04g02020	GO:0003723; GO:0017150; GO:0050660
ostta01g03330	GO:0004656; GO:0005506; GO:0005789; GO:0031418
ostta04g02190	
ostta04g02250	GO:0005789; GO:0030544; GO:0071218
ostta04g02350	GO:0016020
ostta04g02410	GO:0005737
ostta04g02480	GO:0016020; GO:0020037; GO:0140575
ostta01g03410	GO:0008641; GO:0009536; GO:0061503; GO:0061504
ostta01g03495	GO:0016020
ostta04g02670	
ostta01g03600	GO:0003883; GO:0005524; GO:0019856; GO:0042802; GO:0044210
ostta01g03790	GO:0003924; GO:0005525; GO:0005737; GO:0005874; GO:0008017; GO:0016020
ostta01g03900	GO:0000398; GO:0005681
ostta04g02960	GO:0016020
ostta04g03040	
ostta01g04100	GO:0005524; GO:0006605; GO:0006886; GO:0009941; GO:0016020; GO:0016464; GO:0017038
ostta04g03200	
ostta04g03280	
ostta04g03410	
ostta01g04150	GO:0000049; GO:0004818; GO:0005524; GO:0005739; GO:0006424; GO:0008270
ostta01g04200	GO:0005784; GO:0006886
ostta04g03660	
ostta01g04340	GO:0004818; GO:0005524; GO:0005829; GO:0006424; GO:0009791; GO:0017102; GO:0048608
ostta04g03820	
ostta01g04490	GO:0004838; GO:0006572; GO:0030170
ostta01g04610	GO:0005634; GO:0006281; GO:0006334; GO:0033186
ostta01g04660	GO:0005524; GO:0006816; GO:0016020; GO:0016887
ostta01g04740	GO:0003677; GO:0005634; GO:0006281; GO:0017108; GO:0035312; GO:0046872
ostta01g04890	GO:0005634; GO:0051213
ostta01g05010	GO:0000014; GO:0003676; GO:0004521; GO:0005634; GO:0005743; GO:0046872
ostta01g05060	GO:0006979; GO:0030091; GO:0033743; GO:0046872
ostta04g04490	
ostta04g04560	
ostta04g04630	GO:0016020
ostta01g05280	GO:0005847; GO:0031124
ostta01g05430	GO:0000139; GO:0005096; GO:0008270; GO:0048205
ostta01g05520	GO:0003735; GO:0005762; GO:0032543
ostta01g05590	GO:0005886; GO:0015385; GO:0015386; GO:0051453; GO:0098719
ostta04g05020	
ostta09g02010	GO:0019148
ostta04g05170	
ostta04g05270	
ostta04g05330	
ostta04g05390	GO:0005742; GO:0030150
ostta04g05450	
ostta04g05560	GO:0016020
ostta05g00040	GO:0004497; GO:0005788; GO:0016020; GO:0036503; GO:0050660
ostta01g05780	GO:0000139; GO:0006891; GO:0015031; GO:0017119
ostta05g00225	
ostta07g02730	GO:0016301
ostta05g00370	GO:0016020
ostta01g05930	GO:0016491
ostta05g00520	
ostta05g00570	GO:0016020
ostta05g00620	GO:0016020
ostta07g03610	GO:0005509
ostta01g06080	GO:0003924; GO:0005525; GO:0019003
ostta05g00790	
ostta07g03730	GO:0016301
ostta05g00940	GO:0005737; GO:0015035
ostta05g01010	
ostta05g01060	GO:0000139; GO:0005886
ostta05g01120	
ostta01g06210	
ostta01g06420	GO:0005634; GO:0005829; GO:0006400; GO:0036265; GO:0043527
ostta05g01310	GO:0003677; GO:0005634; GO:0005694; GO:0051321
ostta03g01950	GO:0005789; GO:0006629; GO:0140042
ostta05g01430	GO:0005634; GO:0005975; GO:0006974; GO:0042132; GO:0046872
ostta05g01480	GO:0009507
ostta03g02200	GO:0004674; GO:0005524; GO:0007010; GO:0035556
ostta05g01600	GO:0005085
ostta09g02200	GO:0005886
ostta03g02320	GO:0000026; GO:0005789; GO:0006506
ostta05g01950	
ostta05g02010	
ostta05g02080	
ostta05g02130	GO:0005829; GO:0006152; GO:0008477
ostta03g02400	GO:0005634; GO:0007052; GO:0031262; GO:0044877; GO:0045132; GO:0051301; GO:0051315; GO:0051383
ostta05g02340	GO:0003755; GO:0005737; GO:0016020
ostta03g02490	GO:0005680; GO:0051301
ostta05g02426	GO:0000785; GO:0000793; GO:0000796; GO:0003682; GO:0007076
ostta05g02480	GO:0003924; GO:0005525
ostta03g02940	GO:0016020
ostta05g02590	GO:0016787
ostta05g02640	GO:0000725; GO:0003677; GO:0005524; GO:0005634; GO:0016787; GO:0043138
ostta03g03130	GO:0005524; GO:0005737; GO:0016887; GO:0051082; GO:0140662
ostta05g02780	GO:0016020
ostta05g02840	
ostta03g03250	GO:0005783; GO:0005794; GO:0006888; GO:0030008
ostta05g03000	GO:0016491
ostta05g03050	
ostta05g03170	
ostta03g03300	GO:0003735; GO:0006412; GO:0022625
ostta05g03270	GO:0004222; GO:0006508; GO:0016020; GO:0046872
ostta05g03360	
ostta03g03420	GO:0003755; GO:0006457
ostta03g03610	
ostta05g03630	
ostta05g03690	GO:0016020
ostta03g03860	GO:0004160; GO:0009097; GO:0009099; GO:0009570; GO:0046872; GO:0051537
ostta03g04320	GO:0005743; GO:0046872; GO:0055085
ostta03g04430	GO:0005737
ostta05g03930	GO:0009190; GO:0016020; GO:0035556
ostta05g04040	
ostta05g04120	GO:0004806; GO:0005737; GO:0005811; GO:0016020; GO:0016740; GO:0019433; GO:0055088
ostta03g04670	GO:0005829; GO:0008270; GO:0008705; GO:0016020; GO:0031419; GO:0032259; GO:0046653; GO:0050667
ostta05g04230	GO:0004022; GO:0046872
ostta03g04770	GO:0004114; GO:0007165; GO:0046872
ostta05g04340	
ostta03g04890	GO:0000506; GO:0006506; GO:0017176
ostta03g05010	GO:0000400; GO:0000722; GO:0005524; GO:0005657; GO:0033065; GO:0045003; GO:0071140; GO:0090656; GO:0140664
ostta05g04520	
ostta05g04570	
ostta03g05060	GO:0005829; GO:0009966; GO:0035303; GO:0051721
ostta05g04670	GO:0016020
ostta03g05110	GO:0009235
ostta03g05750	GO:0006412; GO:0009507; GO:0042586; GO:0046872
ostta03g05870	
ostta06g00010	
ostta06g00070	
ostta06g00110	GO:0008176
ostta04g00470	GO:0006511; GO:0031461; GO:0031625
ostta04g00530	GO:0003924; GO:0005525; GO:0005789; GO:0016320
ostta04g00640	GO:0004656; GO:0005506; GO:0005789; GO:0031418
ostta06g00380	GO:0005737; GO:0016020; GO:0035091; GO:0043130; GO:0043328
ostta06g00430	GO:0016787
ostta09g03590	GO:0008610
ostta04g00690	GO:0016491
ostta06g00660	
ostta06g00710	GO:0016020
ostta04g00780	GO:0015297; GO:0016020; GO:0042910
ostta04g01000	GO:0005789; GO:0006487; GO:0052918; GO:0052926
ostta06g00945	
ostta04g01110	GO:0002100; GO:0008270; GO:0009507; GO:0052717
ostta04g01180	GO:0005789; GO:0006506; GO:0051377
ostta04g01250	GO:0000993; GO:0006355; GO:0006368; GO:0016593
ostta06g01170	
ostta06g01240	GO:0005634; GO:0043124
ostta06g01320	GO:0005634; GO:0008168; GO:0036396
ostta04g01410	GO:0004842; GO:0085020
ostta04g01600	GO:0004633; GO:0010181; GO:0015937; GO:0071513
ostta06g01500	
ostta06g01570	GO:0016020
ostta04g01660	GO:0002161; GO:0004823; GO:0005524; GO:0006429; GO:0009791; GO:0048608
ostta04g01710	GO:0006270; GO:0007095; GO:0033314
ostta04g01810	GO:0003924; GO:0005525; GO:0005774; GO:0012505
ostta06g01840	GO:0046872
ostta06g01920	GO:0016020
ostta06g01980	
ostta04g02140	GO:0000390; GO:0003723; GO:0003724; GO:0005524; GO:0016887; GO:0071013
ostta06g02090	GO:0005739
ostta04g02540	GO:0005524; GO:0005737; GO:0016925; GO:0019948; GO:0031510; GO:0046872
ostta04g02610	GO:0000139; GO:0005198; GO:0006886; GO:0006888; GO:0006891; GO:0030126
ostta06g02370	
ostta04g02740	GO:0005524; GO:0008974; GO:0009507; GO:0016787; GO:0019253; GO:0042803
ostta06g02480	
ostta04g02830	GO:0001518; GO:0005248
ostta06g02605	GO:0016020
ostta04g02910	GO:0004657; GO:0005739; GO:0010133; GO:0071949
ostta04g03100	GO:0005643; GO:0006406; GO:0006606; GO:0017056
ostta04g03490	GO:0000333; GO:0000781; GO:0003720; GO:0007004; GO:0042162; GO:0046872; GO:0070034
ostta04g03550	GO:0004473; GO:0006108; GO:0051287
ostta04g03730	GO:0005783; GO:0005794; GO:0016020; GO:0016192
ostta06g03030	GO:0016020
ostta06g03100	
ostta04g03870	GO:0016020
ostta06g03230	
ostta06g03280	GO:0005524; GO:0016787
ostta06g03340	GO:0004674; GO:0005737; GO:0016020
ostta06g03410	GO:0016020
ostta06g03465	
ostta04g03940	GO:0003844; GO:0004553; GO:0005978; GO:0009501; GO:0043169
ostta06g03650	
ostta04g04010	GO:0010073; GO:0035266
ostta04g04080	GO:0009706; GO:0015140
ostta06g03840	GO:0009704; GO:0071277; GO:0090333
ostta04g04130	
ostta06g03970	
ostta06g04040	GO:0005634; GO:0006511; GO:0008270; GO:0061630
ostta06g04130	GO:0016020
ostta04g04330	GO:0004843; GO:0006508; GO:0008270; GO:0016579
ostta06g04230	
ostta04g04390	GO:0000287; GO:0004775; GO:0005524; GO:0005739; GO:0006099; GO:0006104; GO:0042709
ostta04g04760	GO:0004386; GO:0005524; GO:0005634; GO:0008094; GO:0016887
ostta04g04860	GO:0004504; GO:0005507; GO:0006518; GO:0016020; GO:0016829
ostta06g04510	GO:0008270
ostta06g04590	GO:0016491
ostta07g00030	GO:0016274; GO:0032259; GO:0042054
ostta07g00150	GO:0003677; GO:0005737; GO:0009143; GO:0047429
ostta07g00220	GO:0006793; GO:0008976
ostta04g04920	GO:0005829; GO:0042162; GO:0051083; GO:0051879
ostta07g00335	GO:0016020
ostta07g00410	GO:0016020
ostta07g00480	GO:0016616
ostta04g04970	GO:0000076; GO:0003677; GO:0006974; GO:0008270; GO:0031297; GO:0031298; GO:0043111
ostta08g00780	GO:0016301
ostta07g00690	GO:0003676; GO:0004518
ostta05g00300	GO:0000139; GO:0005829; GO:0006888; GO:0042147
ostta07g00890	GO:0005096; GO:0005634; GO:0005829; GO:0006913; GO:0031267; GO:0048471
ostta07g01050	GO:0004721
ostta05g00440	GO:0008418; GO:0030163; GO:0070773
ostta07g01170	
ostta07g01210	GO:0005886; GO:0006811; GO:0015297; GO:0042910
ostta07g01285	
ostta05g00680	GO:0000139; GO:0005886
ostta07g01435	
ostta05g00730	GO:0016491
ostta07g01570	GO:0005930; GO:0060271
ostta05g01170	GO:0016491
ostta05g01230	GO:0004418; GO:0005737; GO:0006782
ostta07g01770	GO:0016020
ostta07g01840	
ostta07g01895	
ostta05g01360	GO:0016616; GO:0051287
ostta07g02010	GO:0005524; GO:0009507; GO:0016887; GO:0034605
ostta07g02090	GO:0016020
ostta07g02200	GO:0000062; GO:0016020
ostta05g01520	GO:0016422; GO:0099122
ostta05g01860	GO:0004176; GO:0004252; GO:0006515; GO:0009534; GO:0009840; GO:0051117
ostta07g02370	GO:0001671; GO:0005829; GO:0006457; GO:0051087
ostta07g02470	GO:0016020
ostta05g02235	GO:0008757; GO:0032259
ostta07g02600	GO:0005886; GO:0006820; GO:0008381
ostta05g02390	GO:0005524; GO:0008270; GO:0016887
ostta05g02540	GO:0005052; GO:0005778; GO:0005829; GO:0016560
ostta05g02700	GO:0000422; GO:0005776; GO:0006869; GO:0034045; GO:0034497; GO:0034727; GO:0061709
ostta05g02930	GO:0004386; GO:0005509; GO:0016460; GO:0051301
ostta05g03220	GO:0000994; GO:0005634; GO:0016480
ostta07g02920	GO:0005524; GO:0005739; GO:0016226; GO:0032981; GO:0046872; GO:0051539; GO:0140663
ostta07g02990	
ostta05g03420	GO:0002128; GO:0002181; GO:0005634; GO:0005737; GO:0106340
ostta07g03130	GO:0005737; GO:0016787
ostta05g03510	GO:0005737; GO:0006606
ostta07g03250	
ostta05g03770	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
ostta07g03500	GO:0016020
ostta07g03550	GO:0006535
ostta07g03590	
ostta11g02150	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
ostta07g03690	
ostta07g03760	GO:0003723
ostta07g03860	
ostta05g03850	GO:0005496; GO:0005783; GO:0016020
ostta07g03960	GO:0003723; GO:0005730; GO:0030490
ostta07g04030	
ostta05g04170	GO:0003723; GO:0005730; GO:0006397; GO:0008380; GO:0048026; GO:0071011
ostta07g04200	
ostta05g04280	
ostta07g04420	GO:0005886
ostta05g04400	GO:0005524; GO:0030968; GO:0034663; GO:0140662
ostta05g04460	GO:0005829; GO:0006457; GO:0051082; GO:0051087
ostta05g04620	GO:0008460; GO:0009225
ostta05g04800	GO:0003746; GO:0003924; GO:0005525; GO:0005739; GO:0009536; GO:0070125
ostta05g04890	GO:0000055; GO:0000056; GO:0005643; GO:0006406; GO:0006606; GO:0017056
ostta09g00090	
ostta05g04950	GO:0000176; GO:0000177; GO:0000467; GO:0003723; GO:0034475; GO:0071034; GO:0071035; GO:0071038; GO:0071051
ostta09g00220	
ostta09g00320	
ostta09g00380	GO:0016020
ostta09g00520	GO:0016020
ostta06g00150	GO:0006099; GO:0006108; GO:0016787; GO:0030060
ostta06g00250	GO:0015979; GO:0030093
ostta09g00690	GO:0003755; GO:0009507
ostta09g00770	GO:0016020
ostta09g00840	
ostta09g00910	
ostta06g00310	GO:0006355; GO:0030015
ostta09g01060	GO:0016020
ostta09g01120	GO:0003729; GO:0009507
ostta09g01170	GO:0005509
ostta09g01230	GO:0004252; GO:0005886; GO:0006508
ostta06g00590	GO:0000077; GO:0003682; GO:0003689; GO:0005524; GO:0005634; GO:0006281; GO:0016887; GO:0033314
ostta06g00765	GO:0000026; GO:0005789; GO:0006506
ostta09g01470	GO:0000118; GO:0003712; GO:0006355
ostta06g00860	GO:0005524; GO:0005737; GO:0140662
ostta09g01580	GO:0005542; GO:0016740
ostta09g01660	
ostta06g00990	
ostta06g01040	GO:0002098; GO:0005737; GO:0030488; GO:0050660
ostta09g01890	GO:0005886; GO:0016491
ostta09g01950	
ostta09g02000	
ostta06g01090	GO:0005739; GO:0032259; GO:0032981; GO:0035243
ostta09g02150	GO:0005524; GO:0005634; GO:0005694; GO:0016887; GO:0051276; GO:0051301
ostta09g02230	
ostta09g02275	GO:0000455; GO:0003723; GO:0009982
ostta06g01380	GO:0005524; GO:0005886; GO:0008553; GO:0016887; GO:0120029
ostta09g02480	GO:0016020
ostta06g01450	GO:0005737; GO:0006457; GO:0009409; GO:0016272; GO:0051082; GO:1990113; GO:1990114; GO:1990115
ostta06g01660	GO:0005739; GO:0030488; GO:0050660; GO:0070899
ostta06g01710	GO:0000162; GO:0004048; GO:0005829
ostta09g02720	GO:0005509; GO:0015095; GO:0016020
ostta09g02810	GO:0004519; GO:0006281
ostta09g02880	
ostta06g01770	GO:0005634; GO:0005829; GO:0006606; GO:0061608
ostta09g02970	
ostta09g03040	
ostta09g03100	
ostta06g02030	GO:0016020
ostta09g03290	
ostta09g03350	GO:0016788
ostta09g03400	
ostta09g03460	GO:0008270
ostta09g03500	
ostta06g02160	GO:0003924; GO:0005525
ostta10g00530	GO:0005743
ostta06g02270	GO:0005739; GO:0006099; GO:0006108; GO:0016787; GO:0030060
ostta06g02430	GO:0000145; GO:0000149; GO:0006887; GO:0051601
ostta06g02530	GO:0004827; GO:0005524; GO:0005737; GO:0006433; GO:0017101
ostta06g02640	GO:0005524; GO:0005634; GO:0006298; GO:0030983; GO:0140664
ostta09g03900	GO:0000785; GO:0005634; GO:0006281; GO:0007064
ostta09g03970	
ostta06g02770	GO:0004416; GO:0008270; GO:0008800; GO:0017001; GO:0019243
ostta06g02820	GO:0003723; GO:0005737
ostta06g02890	GO:0003677; GO:0006272; GO:0006275; GO:0006298; GO:0019985; GO:0030337; GO:0043626
ostta09g04210	
ostta06g02960	GO:0003682; GO:0005634; GO:0008278; GO:0051754
ostta06g03160	GO:0004373; GO:0019252; GO:2001070
ostta06g03570	GO:0005506; GO:0005730; GO:0032453; GO:0140680
ostta09g04510	GO:0000155
ostta06g03730	GO:0000398; GO:0046540
ostta06g03780	GO:0003924; GO:0005525; GO:0005743; GO:0005759; GO:0006412; GO:0043022; GO:0045727
ostta06g03900	GO:0005838; GO:0008237; GO:0043161
ostta10g00240	GO:0016020
ostta06g04180	GO:0003993; GO:0016020; GO:0046872
ostta10g00390	GO:0005643; GO:0015031; GO:0051028
ostta10g00440	
ostta06g04347	GO:0000502; GO:0005634; GO:0005829; GO:0043248
ostta10g00590	GO:0016020
ostta06g04400	GO:0005829; GO:0030488
ostta10g00720	
ostta06g04460	GO:0005524; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0030286; GO:0031514; GO:0045505; GO:0051959; GO:0060271
ostta10g00870	GO:0000009; GO:0000136; GO:0006487
ostta07g00270	GO:0005634; GO:0016567; GO:0080008
ostta10g01040	GO:0008146; GO:0016020; GO:0016787
ostta07g00560	GO:0016020; GO:0055085
ostta10g01210	GO:0004722; GO:0005634; GO:0005886; GO:0009742; GO:0046872
ostta07g00640	GO:0009055; GO:0009767; GO:0016491; GO:0042651
ostta07g00800	GO:0000502; GO:0006508; GO:0008237; GO:0046872
ostta10g01420	GO:0005789; GO:0006914
ostta07g01110	GO:0000162; GO:0004049
ostta10g01520	
ostta07g01340	GO:0004550; GO:0004798; GO:0005524; GO:0005634; GO:0005739; GO:0005829; GO:0006227; GO:0006233; GO:0006235
ostta10g01660	
ostta10g01730	
ostta07g01520	GO:0000184; GO:0000339; GO:0003729; GO:0005634; GO:0005846; GO:0006397; GO:0006406; GO:0008380
ostta10g01930	
ostta10g02050	GO:0004181; GO:0005615; GO:0006518; GO:0008270; GO:0016020; GO:0016485
ostta10g02120	GO:0006631; GO:0016020; GO:0016717
ostta10g02220	GO:0043743
ostta10g02270	GO:0003755
ostta10g02320	GO:0000139; GO:0005789; GO:0006888; GO:0030134; GO:0097020
ostta10g02390	
ostta07g01620	GO:0003723; GO:0032021; GO:0034244
ostta10g02500	GO:0005737; GO:0035082
ostta10g02550	GO:0005737; GO:0006406; GO:0070390
ostta10g02600	
ostta10g02650	
ostta07g01700	GO:0005524; GO:0005737; GO:0016887
ostta10g02770	GO:0003697; GO:0005524; GO:0006281; GO:0006310; GO:0140664
ostta10g02830	GO:0003723; GO:0005829; GO:0016787; GO:0032574; GO:0035194; GO:0043186
ostta07g01940	GO:0003677; GO:0003899; GO:0005665; GO:0006366; GO:0046983
ostta10g03090	
ostta10g03140	GO:0009535; GO:0010190; GO:0016671
ostta10g03230	GO:0005886; GO:0016757
ostta07g02250	GO:0003743; GO:0005634; GO:0005737; GO:0019509; GO:0046522; GO:0046523
ostta07g02320	GO:0005930; GO:0031514
ostta07g02660	GO:0000724; GO:0005634; GO:0008270; GO:0030915; GO:0061630
ostta10g03530	GO:0016020
ostta11g00060	
ostta07g02725	GO:0004674; GO:0005524; GO:0106310
ostta07g02770	GO:0004672; GO:0005524
ostta11g00270	
ostta11g00390	
ostta07g02810	GO:0004834; GO:0005737
ostta11g00660	GO:0005737; GO:0016491
ostta07g02870	GO:0005737; GO:0008276; GO:0032259
ostta07g03060	GO:0000139; GO:0006886; GO:0006890; GO:0007030; GO:0017119
ostta11g00850	GO:0005249; GO:0016020
ostta11g00920	GO:0016020
ostta11g00970	GO:0005737; GO:0006888
ostta11g01010	GO:0016020
ostta07g03200	GO:0003899; GO:0005666; GO:0005736; GO:0006351; GO:0046983
ostta11g01120	GO:0016020
ostta11g01170	GO:0005789; GO:0006869; GO:0008289
ostta11g01230	GO:0005737; GO:0016791
ostta07g03440	GO:0005978; GO:0008878
ostta11g01325	
ostta11g01380	
ostta11g01460	GO:0006486; GO:0032580; GO:0036065; GO:0046920
ostta07g03635	GO:0005737; GO:0034038
ostta11g01610	
ostta07g03910	GO:0000417; GO:0000785; GO:0005634; GO:0006338; GO:0006351; GO:0006355; GO:0031491
ostta07g04100	GO:0005783; GO:0006506; GO:0016020; GO:0016787
ostta11g01780	
ostta11g01860	GO:0005886; GO:0022857
ostta11g01915	
ostta11g02010	GO:0003777; GO:0005524; GO:0005737; GO:0005819; GO:0005874; GO:0007010; GO:0007018; GO:0008017; GO:0016787
ostta07g04330	GO:0001732; GO:0002188; GO:0003729; GO:0003743; GO:0016282; GO:0033290; GO:0043614; GO:0071540; GO:0071541
ostta07g04530	GO:0003746; GO:0003924; GO:0005525; GO:0009507; GO:0032790
ostta11g02200	
ostta11g02270	GO:0008168; GO:0032259
ostta07g04610	GO:0016279
ostta11g02530	
ostta11g02580	
ostta07g04690	GO:0004298; GO:0005839; GO:0009376; GO:0051603
ostta11g02710	GO:0016020
ostta11g02770	
ostta11g02850	
ostta11g02900	GO:0008253; GO:0046872
ostta11g02970	GO:0016020
ostta07g04750	GO:0000723; GO:0003684; GO:0003690; GO:0004386; GO:0005524; GO:0006303; GO:0006310; GO:0016787; GO:0042162; GO:0043564
ostta11g03100	GO:0005743; GO:0006813; GO:1902600
ostta09g00040	GO:0005634; GO:0005829; GO:0008541; GO:0043161
ostta11g03260	GO:0000822; GO:0005794; GO:0005886; GO:0006817; GO:0016036
ostta09g00160	GO:0005737; GO:0005986; GO:0006000; GO:0006002; GO:0006094; GO:0030388; GO:0042132; GO:0046872
ostta12g00100	
ostta12g00210	
ostta12g00260	
ostta09g00590	GO:0005856
ostta09g00640	GO:0004674; GO:0005524; GO:0005634
ostta09g00970	GO:0003962; GO:0009086; GO:0009507; GO:0019346; GO:0030170
ostta12g00540	
ostta09g01280	GO:0003924; GO:0005525
ostta12g00645	
ostta12g00680	GO:0016020
ostta09g01370	GO:0006457; GO:0009409; GO:0016272; GO:0051082
ostta09g01530	GO:0033178; GO:0046961
ostta09g01780	GO:0003723; GO:0004386; GO:0005524; GO:0016787
ostta09g01840	GO:0005634; GO:0016567; GO:0031461; GO:0031625; GO:0032436; GO:1990756
ostta12g01110	
ostta09g02070	GO:0004309; GO:0005737; GO:0046872
ostta09g02320	GO:0000502; GO:0005524; GO:0005634; GO:0005737; GO:0016887
