gene_id	GO_ids
ostta16g01980	GO:0006355; GO:0008270; GO:0043565
ostta02g03440	GO:0006355; GO:0008270; GO:0043565
ostta08g01330	GO:0003677; GO:0005634
ostta15g01060	GO:0003700
ostta04g01490	GO:0003700; GO:0005634; GO:0043565
ostta03g03120	GO:0000976; GO:0003700; GO:0005634; GO:0045893; GO:0046982
ostta15g01440	GO:0003700
ostta06g02300	GO:0003700
ostta07g04320	GO:0003700
ostta13g01280	GO:0003700; GO:0005634
ostta14g01990	GO:0003700; GO:0006879; GO:0046983
ostta03g02220	GO:0003677; GO:0003700; GO:0005634
ostta03g03730	GO:0003677; GO:0003700; GO:0005634
ostta06g01110	GO:0003677; GO:0003700; GO:0005634
ostta15g00375	GO:0003677; GO:0003700; GO:0005634
ostta14g02090	GO:0003677; GO:0003700; GO:0005634
ostta13g02000	GO:0003677; GO:0003700; GO:0005634
ostta11g02870	
ostta16g01710	
ostta20g00680	GO:0006598; GO:0046592
ostta10g01580	
ostta20g00350	
ostta04g05470	GO:0005524; GO:0005634; GO:0006281; GO:0008094; GO:0008168; GO:0008270; GO:0016787; GO:0032259
ostta06g03630	GO:0000785; GO:0003677; GO:0003682; GO:0004386; GO:0005524; GO:0005634; GO:0016887; GO:0042393; GO:0140658
ostta09g01150	GO:0000785; GO:0003677; GO:0003682; GO:0004386; GO:0005524; GO:0005634; GO:0016887; GO:0042393; GO:0140658
ostta05g04290	GO:0005524; GO:0005634; GO:0006281; GO:0008094; GO:0008270; GO:0016787
ostta01g05020	GO:0004356
ostta07g03900	GO:0005524; GO:0016787
ostta10g03000	GO:0003676; GO:0004386; GO:0004520; GO:0005524; GO:0006281; GO:0008270; GO:0016787; GO:0031297; GO:0043596
ostta09g01310	GO:0000724; GO:0005524; GO:0005634; GO:0007131; GO:0015616; GO:0016787
ostta06g00890	
ostta01g01940	GO:0016279
ostta06g00930	
ostta08g01220	GO:0016279; GO:0032259
ostta03g05800	GO:0016279
ostta09g03170	GO:0016279; GO:0032259
ostta13g00890	GO:0016279; GO:0032259
ostta16g00050	GO:0016279; GO:0032259
ostta17g02000	GO:0005634; GO:0005694; GO:0008270; GO:0032259; GO:0046975
ostta15g02230	GO:0005634
ostta15g02390	GO:0016279; GO:0032259
ostta14g01410	GO:0003682; GO:0005634; GO:0031507; GO:0032259; GO:0046976
ostta16g02075	GO:0016279
ostta18g00050	GO:0016279
ostta15g00020	GO:0008168
ostta13g03010	GO:0005634; GO:0005694; GO:0032259; GO:0042054
ostta11g00570	
ostta05g03780	
ostta04g04410	GO:0005634
ostta03g04130	GO:0016279; GO:0032259
ostta03g02590	GO:0005743
ostta01g06310	GO:0000160
ostta10g03410	GO:0000160; GO:0009640
ostta08g03790	GO:0000160
ostta03g01090	GO:0003677; GO:0005634; GO:0006325; GO:0006357; GO:0008168; GO:0008270; GO:0032259
ostta03g04610	GO:0009706
ostta03g03060	GO:0006357; GO:0008270
ostta14g01400	GO:0003677; GO:0003682; GO:0005634; GO:0008270; GO:0045814
ostta04g01920	GO:0005524; GO:0006357; GO:0008270
ostta03g05050	GO:0005737
ostta02g03110	GO:0003677; GO:0003713; GO:0003723; GO:0003726; GO:0005634; GO:0060261
ostta01g03970	GO:0000118; GO:0000122; GO:0000785; GO:0003714
ostta05g01940	GO:0000118; GO:0000122; GO:0000785; GO:0003714
ostta06g02520	GO:0043130; GO:0046872
ostta08g02550	GO:0005634; GO:0006355; GO:0008270; GO:0009640
ostta03g01750	
ostta15g02455	GO:0003676; GO:0006353
ostta12g00130	
ostta02g00330	GO:0003676; GO:0006353
ostta04g01830	GO:0005634; GO:0008270; GO:0140993
ostta08g01150	GO:0000785; GO:0005634; GO:0010468; GO:0141052
ostta03g03890	GO:0000987; GO:0005634; GO:0016491; GO:0046872
ostta13g02410	GO:0005634; GO:0005737; GO:0033749; GO:0106140
ostta13g02150	GO:0000785; GO:0003677; GO:0005634; GO:0008270; GO:0010468; GO:0141052
ostta06g00100	GO:0003677; GO:0005634; GO:0006357
ostta17g00780	GO:0003677; GO:0005634; GO:0010468
ostta15g02750	GO:0003677; GO:0005634; GO:0006357
ostta05g03120	GO:0003677; GO:0005634
ostta01g01820	GO:0016747
ostta03g05230	GO:0016747
ostta09g03920	GO:0016747
ostta11g02630	
ostta01g06260	GO:0007064; GO:0008080; GO:0031415
ostta02g00520	GO:0016747
ostta15g00260	
ostta04g00190	GO:0008270
ostta14g02910	GO:0016747
ostta18g00300	GO:0016747
ostta09g04200	GO:0016747
ostta09g02120	GO:0016747
ostta04g02640	GO:0016747
ostta03g01490	GO:0016020; GO:0016747
ostta01g04870	GO:0016747
ostta07g00870	
ostta16g00690	GO:0002151; GO:0031011; GO:0044545; GO:0045944; GO:0071339
ostta04g00220	GO:0003677; GO:0003723; GO:0005737
ostta06g03060	GO:0003677
ostta05g01370	GO:0003677
ostta02g03030	GO:0003677
ostta08g00865	GO:0003677
ostta02g01530	GO:0005634; GO:0046982
ostta20g00850	GO:0000785; GO:0003677; GO:0005634; GO:0006355
ostta01g03720	GO:0003677; GO:0005634
ostta13g02865	GO:0003677; GO:0008270
ostta15g01450	GO:0003677
ostta12g01470	GO:0016787
ostta01g00110	
ostta01g00290	
ostta01g00350	GO:0016020
ostta01g00420	GO:0000064; GO:0031966; GO:1990575
ostta01g00470	
ostta01g00520	GO:0005524; GO:0016020; GO:0016887; GO:0140359
ostta01g00800	GO:0016491
ostta01g00850	
ostta01g00940	GO:0005576; GO:0008422; GO:0009251; GO:0009986
ostta01g01030	GO:0004615; GO:0006006
ostta01g01200	GO:0016020
ostta01g00050	GO:0005768; GO:0005886; GO:0015385; GO:0015386; GO:0051453; GO:0098719
ostta01g01290	
ostta01g00120	
ostta01g01340	GO:0005891; GO:0008331; GO:0046872; GO:0098703
ostta01g00220	
ostta01g01410	GO:0000175; GO:0004519; GO:0005509
ostta01g00310	GO:0005739; GO:0032259; GO:0035243
ostta01g01540	GO:0003676
ostta01g00430	
ostta01g00530	
ostta01g01740	GO:0000049; GO:0005829; GO:0008033; GO:0019843; GO:0030697; GO:0032259
ostta01g00640	GO:0047617
ostta01g01810	GO:0000963; GO:0003723; GO:0005759; GO:0035770; GO:0044528
ostta01g01950	GO:0000974; GO:0006397; GO:0008270; GO:0008380; GO:0017070; GO:0036002; GO:0071006; GO:0071007
ostta01g00880	
ostta01g02020	GO:0016020; GO:0022857
ostta01g05155	GO:0016301
ostta01g01040	GO:0005737; GO:0016279; GO:0032259
ostta01g02200	
ostta01g01100	GO:0016020
ostta01g01150	
ostta01g02320	GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta01g01220	GO:0000963; GO:0003723; GO:0005759; GO:0009507; GO:0035770; GO:0044528; GO:1901259
ostta04g00800	GO:0008270
ostta01g01350	GO:0005737; GO:0005814
ostta01g02470	GO:0015217; GO:0016020
ostta01g01480	GO:0008270
ostta01g02660	GO:0016787
ostta12g00510	GO:0003677; GO:0005634; GO:0006352
ostta01g01610	
ostta07g03460	GO:0006272; GO:0006974; GO:0008622; GO:0008623; GO:0031490; GO:0031507; GO:0046982
ostta01g01660	
ostta01g02800	
ostta04g05070	GO:0000122; GO:0016251; GO:0017025; GO:0017054; GO:0046982; GO:0051123
ostta01g02895	GO:0003723; GO:0006396; GO:0008173; GO:0032259
ostta02g01480	GO:0000978; GO:0001228; GO:0016602; GO:0046982
ostta01g01890	
ostta01g03010	
ostta09g00630	GO:0001046; GO:0005634; GO:0016251; GO:0046982
ostta11g00340	GO:0000978; GO:0000981; GO:0005634; GO:0046982
ostta01g02040	
ostta07g04290	GO:0003677; GO:0004386; GO:0005524; GO:0016887; GO:0031010; GO:0031491; GO:0034728; GO:0042393; GO:0140658
ostta01g02150	GO:0016787
ostta01g03300	GO:0008942; GO:0042128; GO:0051537
ostta01g04970	GO:0000126; GO:0001156; GO:0070898
ostta01g03350	GO:0008270; GO:0016020
ostta01g02280	
ostta01g03440	GO:0005777; GO:0005829; GO:0006734; GO:0006742; GO:0019677; GO:0035529; GO:0046872
ostta02g04820	GO:0004149; GO:0005739; GO:0006099; GO:0033512; GO:0045252
ostta01g03520	GO:0016020
ostta01g02410	GO:0003755; GO:0005737; GO:0006457; GO:0016018
ostta06g01960	GO:0005829; GO:0006450; GO:0030544; GO:0043022; GO:0051083
ostta05g00460	GO:0000398; GO:0000974; GO:0003677; GO:0005681; GO:0006281; GO:0006355
ostta01g03620	
ostta01g02570	GO:0006400; GO:0016787
ostta13g00110	GO:0000978; GO:0000981; GO:0005634
ostta01g02670	GO:0016020
ostta15g02170	
ostta01g02720	GO:0005737
ostta01g02825	GO:0003723
ostta20g00060	GO:0003700; GO:0005634; GO:0043565
ostta09g04220	GO:0005634; GO:0006355
ostta10g02900	GO:0003690; GO:0003712; GO:0005634; GO:0006357
ostta12g02140	GO:0003677; GO:0005634; GO:0008270
ostta01g03200	
ostta01g03310	GO:0005509
ostta03g02750	GO:0003729; GO:0008270
ostta05g00660	GO:0003723; GO:0005634; GO:0006397; GO:0008270
ostta01g04000	GO:0004252; GO:0016020
ostta01g03450	GO:0003824
ostta01g04070	GO:0005634; GO:0006357; GO:0007010; GO:0008360
ostta03g04660	GO:0000209; GO:0008270; GO:0061630
ostta02g02930	GO:0000492; GO:0003723; GO:0005634; GO:0008270
ostta01g04170	
ostta01g04260	
ostta12g01620	GO:0005684; GO:0008270; GO:0034247
ostta01g04310	GO:0019905
ostta01g04360	GO:0009507; GO:0015996; GO:0080124
ostta08g02980	GO:0003677; GO:0005634; GO:0006357; GO:0008270
ostta04g05110	GO:0003730; GO:0005739; GO:0005840; GO:0008270; GO:0035368; GO:0043021; GO:1990904
ostta01g04520	
ostta01g03690	GO:0016020
ostta01g04585	GO:0016020
ostta02g05530	GO:0003723; GO:0003724; GO:0005524; GO:0008270; GO:0016787
ostta01g04690	
ostta01g04760	
ostta01g03820	
ostta07g03620	GO:0003682; GO:0006338; GO:0006368; GO:0016586
ostta03g02740	GO:0003677; GO:0003700; GO:0005634
ostta01g04990	
ostta01g05030	GO:0004521; GO:0004674; GO:0005524; GO:0036498; GO:0051082; GO:1990604
ostta01g05090	GO:0005524; GO:0006665; GO:0016020; GO:0017050
ostta01g05880	GO:0007034
ostta07g00490	GO:0003677; GO:0003700; GO:0005634
ostta01g03880	GO:0000981; GO:0003677; GO:0005634; GO:0045944
ostta01g05300	GO:0046872; GO:0051213
ostta01g05380	GO:0005737; GO:0016491
ostta01g04630	GO:0003677; GO:0003700; GO:0005634; GO:0009873
ostta04g05010	GO:0003677; GO:0003700; GO:0005634
ostta08g04170	GO:0003677; GO:0003700; GO:0005634
ostta01g05620	GO:0005737; GO:0016740; GO:0046872
ostta14g03010	GO:0016567; GO:0071472
ostta04g03460	GO:0000123; GO:0003713; GO:0004402; GO:0005634; GO:0005667; GO:0008270; GO:0031490; GO:0045944
ostta01g04080	GO:0005783; GO:0016020; GO:0016409; GO:0019432
ostta13g00270	GO:0005634; GO:0008270
ostta01g04180	GO:0016020
ostta01g05840	GO:0002128; GO:0003723; GO:0005829; GO:0008173
ostta04g03150	
ostta08g03880	
ostta09g03530	GO:0000724; GO:0005524; GO:0005634; GO:0007131; GO:0015616; GO:0016787
ostta06g00420	GO:0005524; GO:0008270; GO:0016787
ostta02g01130	GO:0000812; GO:0003677; GO:0004386; GO:0005524; GO:0006338; GO:0016887; GO:0042393
ostta01g04470	GO:0030246
ostta01g06100	GO:0016020
ostta01g04540	GO:0016020
ostta01g04590	
ostta02g03670	GO:0005524; GO:0005634; GO:0006283; GO:0008094; GO:0016787
ostta01g04640	
ostta01g06230	
ostta01g04710	
ostta01g06290	GO:0005524; GO:0008531; GO:0009231; GO:0009398
ostta01g04770	
ostta01g06380	GO:0005085; GO:0005737
ostta08g03990	GO:0004386; GO:0005524; GO:0005634; GO:0007131; GO:0015616; GO:0016787; GO:0045003
ostta04g02100	GO:0005524; GO:0015616; GO:0016787
ostta01g06440	
ostta01g05000	GO:0004252; GO:0006508
ostta01g06545	
ostta11g00460	GO:0003677; GO:0004386; GO:0005524; GO:0016887; GO:0017025
ostta01g06630	GO:0016020
ostta01g05100	
ostta03g01850	
ostta13g02730	GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0006289; GO:0008094; GO:0008270; GO:0016787
ostta03g01920	GO:0005509
ostta01g05310	GO:0016020
ostta03g01980	
ostta17g01830	GO:0004386; GO:0005524; GO:0005634; GO:0016787
ostta03g02070	
ostta14g01030	GO:0004386; GO:0004520; GO:0005524; GO:0006281; GO:0016787; GO:0031297; GO:0043596
ostta01g05570	GO:0016020
ostta05g01590	GO:0005524; GO:0016787
ostta01g05640	
ostta05g03090	GO:0016279
ostta11g01290	GO:0008270
ostta03g02280	GO:0016020; GO:0022857; GO:1904659
ostta17g00620	GO:0005634; GO:0016279
ostta03g02350	
ostta01g05860	
ostta14g00200	GO:0016279; GO:0032259
ostta14g01620	GO:0005634; GO:0016279
ostta06g04340	GO:0000502
ostta01g06060	GO:0016020
ostta12g02840	GO:0003677; GO:0005524; GO:0008270; GO:0016787
ostta01g06110	GO:0005227; GO:0005886
ostta03g02690	GO:0016020
ostta01g06190	
ostta01g06240	
ostta04g01220	GO:0006402; GO:0030014
ostta01g06400	GO:0000245; GO:0000387; GO:0005634; GO:0032797
ostta01g06460	GO:0016787
ostta03g02920	GO:0004061
ostta01g06555	GO:0016020
ostta04g01770	GO:0003729
ostta01g06640	GO:0001518; GO:0005248
ostta08g01950	GO:0006357; GO:0008270
ostta03g05530	GO:0003682; GO:0008270
ostta01g06030	GO:0051301
ostta03g01930	GO:0016020
ostta01g03950	GO:0003676; GO:0006353
ostta03g01990	GO:0003676; GO:0006139; GO:0008408
ostta03g02090	
ostta03g03210	GO:0005886; GO:0015205
ostta03g02160	
ostta03g03270	GO:0000455; GO:0003723; GO:0009982
ostta03g02240	
ostta03g03320	GO:0016020
ostta03g02290	
ostta02g03210	GO:0003712; GO:0006357; GO:0016592
ostta03g03440	
ostta15g02760	GO:0003677; GO:0003713; GO:0005634
ostta03g03500	GO:0003755; GO:0009507; GO:0009579
ostta03g03390	GO:0000785; GO:0005634; GO:0010468; GO:0034647
ostta02g04950	GO:0005634; GO:0009742; GO:0032784
ostta03g03560	GO:0016020
ostta03g02700	
ostta03g03660	GO:0003723; GO:0008270
ostta14g01160	GO:0003677; GO:0006260; GO:0006281; GO:0031491; GO:0035101; GO:0042393
ostta03g03710	GO:0000775; GO:0005634; GO:0045132
ostta03g02810	
ostta04g01690	GO:0004596; GO:0031416
ostta03g02870	
ostta03g03825	GO:0016811; GO:0019363; GO:0046872
ostta03g02925	GO:0009534; GO:0010027; GO:0010207; GO:0045037; GO:0045038
ostta03g04000	
ostta04g03750	GO:0008080; GO:0016020
ostta03g03090	GO:0005982; GO:0009570; GO:0043036; GO:2000904; GO:2001070
ostta03g04050	GO:0016020
ostta06g04430	GO:0031415; GO:1990189; GO:1990190
ostta02g02840	GO:0004343; GO:0006048
ostta03g03230	GO:0016020
ostta03g04240	GO:0016020
ostta03g03280	GO:0005737; GO:0070042; GO:0070475
ostta08g01940	GO:0000123; GO:0005634; GO:0010484; GO:0045944
ostta09g02380	GO:0005737; GO:0008080
ostta03g04335	
ostta03g03400	
ostta03g04370	GO:0005634; GO:0006974
ostta03g03450	GO:0016020
ostta03g04500	
ostta03g03510	GO:0016020
ostta03g04570	GO:0016787; GO:0055085
ostta03g03590	GO:0005829; GO:0006457; GO:0051082; GO:0051087
ostta03g04635	GO:0016020
ostta14g00170	GO:0005737; GO:0008080
ostta15g00410	GO:0000049; GO:0002926; GO:0005634; GO:0005737; GO:0033588; GO:0046872; GO:0051539; GO:0106261
ostta03g03720	GO:0016020
ostta03g04740	GO:0009507
ostta03g03790	GO:0016020
ostta14g02760	GO:0004596; GO:0031417
ostta13g03050	GO:0007064; GO:0008080; GO:0031415
ostta03g04850	
ostta08g03040	GO:0004042; GO:0005737; GO:0006526
ostta04g01780	GO:0005634; GO:0005737; GO:0010485; GO:0043998; GO:1990189
ostta03g04180	GO:0016020
ostta01g00210	GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta01g00570	GO:0000460; GO:0000470; GO:0005730; GO:0030687; GO:0042134
ostta03g05080	GO:0005737; GO:0008173; GO:0016020; GO:0030488; GO:0046872; GO:0051539; GO:0070475
ostta03g04300	GO:0003676; GO:0006139; GO:0008408
ostta01g00630	GO:0005509; GO:0005524; GO:0005739; GO:0009507; GO:0016887
ostta03g04340	GO:0016491
ostta01g00720	GO:0005524; GO:0005737; GO:0016887; GO:0034605
ostta01g01090	
ostta01g01140	GO:0005737; GO:0005885; GO:0030041; GO:0034314; GO:0051015
ostta03g05280	
ostta03g04590	GO:0003723; GO:0004386; GO:0005524; GO:0016787
ostta01g01470	GO:0005744; GO:0008320; GO:0030150
ostta03g04650	GO:0004843; GO:0016579
ostta01g00360	GO:0004239; GO:0005829; GO:0006508; GO:0046872; GO:0070006
ostta03g04700	GO:0004672; GO:0005524; GO:0016020
ostta03g05540	GO:0005085
ostta01g01600	GO:0003723; GO:0003743
ostta03g04800	GO:0005634; GO:0005737; GO:0044183; GO:0051082; GO:0051087
ostta03g05600	GO:0004656; GO:0005506; GO:0005789; GO:0031418
ostta01g00485	GO:0003723; GO:0003735; GO:0006412; GO:0022625
ostta01g01650	GO:0008521; GO:0016020; GO:0035348
ostta04g01850	GO:0005886
ostta03g04980	GO:0005634; GO:0006325; GO:0008270; GO:0016567; GO:0033503; GO:0061630
ostta03g05040	GO:0003924; GO:0005525; GO:0005739; GO:0032543
ostta01g00730	GO:0005634; GO:0006203; GO:0008832
ostta01g01880	GO:0005634; GO:0007059; GO:0031262; GO:0051301
ostta01g00810	GO:0003924; GO:0005525; GO:0005786; GO:0006614; GO:0008312
ostta03g05200	
ostta03g05770	
ostta03g05830	
ostta03g05240	
ostta03g05885	GO:0016279
ostta01g02120	GO:0000439; GO:0005675; GO:0006289; GO:0006355; GO:0008270
ostta01g02270	GO:0003779; GO:0005524; GO:0005737; GO:0005856; GO:0034314; GO:0044396
ostta03g06030	
ostta01g02400	GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta01g01420	GO:0005737; GO:0008173; GO:0030488; GO:0046872; GO:0051539; GO:0070475
ostta04g00130	
ostta04g00200	GO:0016020
ostta03g05460	
ostta04g00270	
ostta01g02560	GO:0006396; GO:0031048; GO:0071013; GO:1902369
ostta01g01550	GO:0003723
ostta01g02710	GO:0016020
ostta04g00490	GO:0005634; GO:0005737; GO:0006355; GO:0008270
ostta03g05610	GO:0016020
ostta01g01750	GO:0003723; GO:0006397; GO:0008270; GO:0017150; GO:0050660; GO:0106414
ostta03g05660	
ostta04g00660	GO:0016020
ostta04g00730	GO:0004386
ostta04g00820	GO:0000049; GO:0005634; GO:0016428; GO:0030488
ostta04g00900	GO:0015297; GO:0016020; GO:0042910
ostta04g00950	
ostta04g01020	
ostta04g01080	
ostta01g02960	GO:0000049; GO:0004045
ostta01g01960	GO:0005737; GO:0005856
ostta01g03090	GO:0005737; GO:0008198; GO:0035513; GO:0035515; GO:0035516
ostta03g05840	
ostta03g05890	
ostta01g03190	GO:0003723; GO:0003746; GO:0043022; GO:0045901; GO:0045905
ostta01g02210	GO:0003924; GO:0005200; GO:0005525; GO:0005874; GO:0007017; GO:0046872
ostta01g02350	GO:0005770; GO:0006623; GO:0030897; GO:0034058
ostta04g00015	
ostta04g00070	GO:0008942; GO:0016020; GO:0042128; GO:0046872; GO:0051537
ostta04g01380	
ostta04g00150	GO:0001578; GO:0005874; GO:0015631; GO:0032273; GO:0046785
ostta04g01440	GO:0005743
ostta01g03570	GO:0000398; GO:0003723; GO:0071013
ostta04g00310	
ostta04g01560	
ostta04g00360	
ostta04g00420	GO:0005634; GO:0005829; GO:0006457; GO:0051087; GO:0051131; GO:0051879; GO:0101031
ostta04g01630	
ostta04g00500	GO:0016020
ostta04g01680	GO:0004674; GO:0005524
ostta04g00570	GO:0003729
ostta04g01740	
ostta01g02480	GO:0004073; GO:0009086; GO:0009088; GO:0009089; GO:0009097; GO:0019877; GO:0046983; GO:0050661; GO:0051287
ostta01g03680	GO:0000049; GO:0003725; GO:0005739; GO:0005886; GO:0006450; GO:0016779
ostta04g00670	
ostta04g01910	
ostta04g00760	
ostta04g01970	GO:0032451; GO:0051213; GO:0070988
ostta04g00830	
ostta01g03760	GO:0005524; GO:0005634; GO:0005829; GO:0016887; GO:0030970; GO:0031593; GO:0034098; GO:0051228; GO:0097352
ostta01g02970	GO:0000124; GO:0003677; GO:0005669; GO:0017025; GO:0046982; GO:0051123
ostta04g02110	GO:0016020
ostta04g00960	
ostta01g03020	GO:0005739; GO:0006635
ostta01g03120	GO:0004516; GO:0005829; GO:0016757; GO:0034355; GO:0046872
ostta04g01090	
ostta04g02220	
ostta04g01150	
ostta04g02310	
ostta04g01230	GO:0016020
ostta01g03860	GO:0016020
ostta01g03930	GO:0003682; GO:0005634; GO:0007062; GO:0008278; GO:1990414
ostta04g02440	
ostta02g00150	GO:0051301
ostta04g02510	GO:0005524; GO:0009570; GO:0009579; GO:0016887; GO:0046863
ostta01g04120	GO:0000027; GO:0000055; GO:0005524; GO:0005654; GO:0005730; GO:0016887; GO:0030687
ostta04g02560	GO:0006071; GO:0006629; GO:0008889
ostta01g03530	GO:0016020; GO:0055085
ostta01g03580	GO:0003723; GO:0005634; GO:0006396
ostta04g01510	GO:0009507; GO:0016020
ostta04g02700	
ostta01g03630	GO:0000973; GO:0003723; GO:0006405; GO:0006606; GO:0008139; GO:0008270; GO:0017056; GO:0034398; GO:0044614; GO:0051028
ostta04g02780	GO:0015031; GO:0016020
ostta04g01640	
ostta01g04450	GO:0000813; GO:0043328; GO:0044877
ostta01g03770	GO:0005739; GO:0045259; GO:0046933
ostta04g01870	GO:0000175; GO:0004519
ostta04g03070	
ostta04g03120	
ostta04g01995	GO:0016787; GO:0046872
ostta04g02070	
ostta04g03250	GO:0005737
ostta04g02120	
ostta04g02170	
ostta04g03430	GO:0005509; GO:0016020
ostta04g02230	
ostta04g02320	GO:0016020
ostta04g03610	GO:0005829; GO:0016020; GO:1902387; GO:1902388
ostta04g02390	GO:0004553; GO:0005975
ostta04g03690	
ostta04g02450	GO:0016020
ostta01g04830	GO:0005739; GO:0034551
ostta01g04920	GO:0004176; GO:0004222; GO:0005524; GO:0006508; GO:0008270; GO:0009535; GO:0010304; GO:0016887
ostta01g05240	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0016242; GO:0031929; GO:0031931; GO:0031932; GO:0044877; GO:0106310
ostta01g03870	GO:0005634; GO:0006950
ostta04g03890	
ostta04g02720	GO:0009507; GO:0016787
ostta01g05470	GO:0000462; GO:0005730; GO:0030686; GO:0032040
ostta01g05560	GO:0004739; GO:0006086
ostta01g03940	GO:0005737; GO:0006457; GO:0009409; GO:0016272; GO:0051082; GO:0051087; GO:0051131
ostta04g02880	GO:0004656; GO:0005506; GO:0005789; GO:0031418
ostta04g04100	
ostta04g02940	GO:0016020
ostta05g03990	GO:0016020
ostta01g04010	GO:0003723; GO:0006396; GO:0008173; GO:0008757; GO:0009451; GO:0032259
ostta04g03080	GO:0003756; GO:0005783; GO:0006457
ostta01g05680	GO:0004674; GO:0005524; GO:0045292
ostta04g03180	
ostta01g05750	GO:0005737; GO:0016020
ostta01g05900	GO:0000398; GO:0005737; GO:0071013
ostta04g04440	GO:0005634; GO:0005737
ostta04g03390	
ostta04g04530	
ostta01g04320	GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0046872
ostta01g05990	GO:0016117; GO:0016491
ostta04g03630	GO:0006620; GO:0016020; GO:0060090; GO:0072380
ostta04g04660	
ostta01g04390	GO:0000976; GO:0048188
ostta04g04720	GO:0051213
ostta02g01245	GO:0003676
ostta04g04790	GO:0004843; GO:0005509; GO:0005634; GO:0005737; GO:0070530; GO:0071947
ostta04g03850	GO:0005634; GO:0006364
ostta04g04880	
ostta01g06160	GO:0006406; GO:0006606; GO:0017056; GO:0031080; GO:0031965; GO:0045893
ostta04g03990	GO:0008013
ostta01g04850	GO:0000993; GO:0003682; GO:0006368; GO:0016593
ostta04g04065	GO:0009523; GO:0009543; GO:0010206; GO:0010207
ostta04g04990	
ostta01g05040	GO:0005524; GO:0005634; GO:0005737; GO:0006207; GO:0006221; GO:0033862; GO:0036430; GO:0036431
ostta04g05050	GO:0016020
ostta01g05260	GO:0003852; GO:0009098; GO:0010177; GO:0046872
ostta04g05130	GO:0016020
ostta01g05390	GO:0016226
ostta01g05480	GO:0005743; GO:0015031
ostta04g04370	
ostta04g05240	GO:0003729; GO:0010494; GO:0034063
ostta03g02150	GO:0000176; GO:0000177; GO:0003723; GO:0005730; GO:0006364; GO:0016075; GO:0034475; GO:0071028; GO:0071051
ostta04g05300	GO:0000166; GO:0005085; GO:0005737; GO:0006006; GO:0016787; GO:0080048
ostta04g04540	GO:0010024; GO:0016636; GO:0050897
ostta04g05360	GO:0016036
ostta04g04590	GO:0004222; GO:0006508; GO:0016020; GO:0046872
ostta04g04670	GO:0016020
ostta03g02230	GO:0009535; GO:0010027; GO:0032977; GO:0051205; GO:0072598
ostta01g05760	GO:0000166; GO:0006777; GO:1990133
